id,CCTV,피시방,버스정류장,공원,교차로,교회,스쿨존,놀이터,옐로카펫,위험지역,학원,target
12996,0,0,3,0,1,0,0,0,0,3,0,0
13003,0,0,0,0,0,0,0,0,0,0,0,0
13002,0,0,0,0,0,0,0,0,0,0,0,0
13001,0,0,1,0,0,0,0,0,0,0,0,0
13000,0,0,0,0,0,0,0,0,0,0,0,0
13004,0,0,0,0,0,0,0,0,0,0,0,0
21219,0,0,0,1,0,0,1,1,0,0,0,0
21218,0,0,0,1,0,0,0,0,0,0,0,0
21217,0,0,0,0,0,0,0,0,0,0,0,0
21216,0,0,0,0,0,0,0,0,0,0,0,0
21223,0,0,2,0,0,0,0,0,0,0,0,0
21222,1,0,1,0,0,0,0,0,0,0,0,0
21221,0,0,0,0,0,0,0,1,0,0,0,0
21220,0,0,0,0,0,0,0,1,0,0,0,0
21227,0,1,4,0,0,0,0,0,0,0,1,0
21226,0,0,1,0,0,0,0,0,0,0,0,0
21225,0,0,1,0,0,0,2,0,0,0,2,0
21224,0,0,2,0,0,0,0,1,0,0,1,0
21228,0,0,0,1,0,0,0,0,0,0,0,0
21203,0,0,0,0,0,0,0,0,0,0,0,0
12832,0,0,0,0,0,0,0,0,0,0,0,0
21202,0,0,0,0,0,0,0,0,0,0,0,0
21201,0,0,0,0,0,0,0,0,0,0,0,0
21200,0,0,0,0,0,0,0,0,0,0,0,0
21207,0,0,0,0,0,0,0,0,0,0,0,0
21206,0,0,0,0,0,0,0,0,0,0,0,0
21205,0,0,0,0,0,0,0,0,0,0,0,0
21204,0,0,4,0,0,0,0,0,0,0,0,0
21211,0,0,0,0,0,0,0,0,0,0,0,0
21210,0,0,0,0,0,0,0,0,0,0,0,0
21209,0,0,0,1,0,0,0,0,0,0,0,0
21208,0,0,0,0,0,0,0,0,0,0,0,0
21215,0,0,0,0,0,0,0,0,0,0,0,0
21214,0,0,0,0,0,0,0,0,0,0,0,0
12819,0,0,0,0,0,0,0,0,0,0,0,0
21213,0,0,0,0,0,0,0,0,0,0,0,0
12818,0,0,0,0,0,0,0,0,0,0,0,0
21212,0,0,0,0,0,0,0,0,0,0,0,0
12817,0,0,0,0,0,0,0,0,0,0,0,0
21187,0,0,0,0,0,0,0,0,0,0,0,0
12816,0,0,0,0,0,0,0,0,0,0,0,0
21186,0,0,0,0,0,0,0,0,0,0,0,0
12823,0,0,5,1,0,0,2,0,0,0,0,0
21185,0,0,0,0,0,0,0,0,0,0,0,0
12822,0,0,3,0,0,0,0,0,0,0,0,0
21184,0,0,0,0,0,0,0,0,0,0,0,0
12821,0,0,0,0,0,0,0,0,0,0,0,0
21191,0,0,0,0,0,0,0,0,0,0,0,0
12820,0,0,0,0,0,0,0,0,0,0,0,0
21190,0,0,0,0,0,0,0,0,0,0,0,0
12827,2,4,3,0,1,0,0,0,0,5,0,0
21189,0,0,0,0,0,0,0,0,0,0,0,0
12826,1,0,5,0,1,0,0,0,0,4,3,0
21188,0,0,0,0,0,0,0,0,0,0,0,0
12825,0,0,13,0,0,3,2,0,0,1,1,0
21195,0,0,0,0,0,0,0,0,0,0,0,0
12824,0,0,9,0,0,0,0,1,0,0,0,0
21194,0,0,0,0,0,0,0,0,0,0,0,0
12831,0,0,0,0,0,0,0,0,0,0,0,0
21193,0,0,0,0,0,0,0,0,0,0,0,0
12830,0,0,0,0,0,0,0,0,0,0,0,0
21192,0,0,0,0,0,0,0,0,0,0,0,0
21199,0,0,0,0,0,0,0,0,0,0,0,0
12828,0,0,2,0,0,0,0,0,0,1,0,0
21198,0,0,0,0,0,0,0,0,0,0,0,0
12803,0,0,9,1,0,0,0,1,0,0,2,0
21197,0,0,0,0,0,0,0,0,0,0,0,0
12802,0,0,1,1,0,0,0,0,0,0,0,0
21196,0,0,0,0,0,0,0,0,0,0,0,0
12801,0,0,0,0,0,0,0,0,0,0,0,0
21043,0,0,0,0,0,0,0,0,0,0,0,0
12800,0,0,0,0,0,0,0,0,0,0,0,0
21042,0,0,0,0,0,0,0,0,0,0,0,0
12807,0,0,7,0,0,0,1,0,0,1,0,0
21041,0,0,0,0,0,0,0,0,0,0,0,0
12806,0,0,1,1,0,0,1,1,0,0,1,0
21040,0,0,0,0,0,0,0,0,0,0,0,0
12805,0,0,6,0,0,0,2,0,1,0,1,0
21047,0,0,0,0,0,0,0,0,0,0,0,0
12804,0,0,8,0,0,0,2,1,0,0,3,0
21046,0,0,0,0,0,0,0,0,0,0,0,0
12811,0,0,2,1,0,0,1,0,0,0,1,0
21045,0,0,0,0,0,0,0,0,0,0,0,0
12810,0,1,4,0,0,0,0,0,0,0,0,0
21044,0,0,0,0,0,0,0,0,0,0,0,0
12809,0,0,4,0,0,1,0,0,0,0,1,0
12808,0,0,0,0,0,0,0,1,0,0,2,0
21051,0,0,0,0,0,0,0,0,0,0,0,0
21050,0,0,0,0,0,0,0,0,0,0,0,0
12815,0,0,0,0,0,0,0,0,0,0,0,0
21049,0,0,0,0,0,0,0,0,0,0,0,0
12814,0,0,0,0,0,0,0,0,0,0,0,0
21048,0,0,0,0,0,0,0,0,0,0,0,0
12813,0,0,0,0,0,0,0,0,0,0,0,0
12812,0,0,0,0,0,0,0,0,0,0,0,0
21055,1,0,9,0,1,0,0,0,0,0,0,0
21054,0,0,5,0,0,0,0,0,0,0,0,0
21053,0,0,0,0,0,0,0,0,0,0,0,0
21052,0,0,0,0,0,0,0,0,0,0,0,0
21027,0,0,0,0,0,0,0,0,0,0,0,0
21026,0,0,0,0,0,0,0,0,0,0,0,0
21025,0,0,0,0,0,0,0,0,0,0,0,0
21024,0,0,0,0,0,0,0,0,0,0,0,0
21031,0,0,1,0,0,0,0,0,0,0,0,0
21030,0,0,1,0,0,0,0,0,0,0,0,0
21029,0,0,0,0,0,0,0,0,0,0,0,0
21028,0,0,0,0,0,0,0,0,0,0,0,0
21035,0,0,0,0,0,0,0,0,0,0,0,0
21034,0,0,0,0,0,0,0,0,0,0,0,0
21033,0,0,0,0,0,0,0,0,0,0,0,0
21032,0,0,0,0,0,0,0,0,0,0,0,0
21039,0,0,0,0,0,0,0,0,0,0,0,0
21038,0,0,0,0,0,0,0,0,0,0,0,0
21037,0,0,0,0,1,0,0,0,0,0,0,0
4723,0,0,1,0,0,0,0,0,0,0,0,0
21036,0,0,0,0,0,0,0,0,0,0,0,0
4722,0,0,0,1,0,0,0,0,0,0,0,0
21011,0,0,0,0,0,0,0,0,0,0,0,0
4721,0,0,0,0,0,0,0,0,0,0,0,0
21010,0,0,0,0,0,0,0,0,0,0,0,0
4720,0,0,0,0,0,0,0,0,0,0,0,0
21009,0,0,0,0,0,0,0,0,0,0,0,0
4727,0,0,0,0,0,0,0,0,0,0,0,0
21008,0,0,4,0,0,0,0,0,0,0,0,0
4726,0,0,2,0,0,0,0,0,0,0,0,0
21015,0,0,0,0,0,0,0,0,0,0,0,0
4725,0,0,2,0,0,0,0,0,0,0,0,0
21014,0,0,0,0,0,0,0,0,0,0,0,0
4724,0,0,0,0,0,0,0,0,0,0,0,0
21013,0,0,0,0,0,0,0,0,0,0,0,0
4731,0,0,3,0,0,0,0,0,0,0,0,0
21012,0,0,0,0,0,0,0,0,0,0,0,0
4730,0,0,1,0,0,0,0,0,0,0,0,0
21019,0,0,0,0,0,0,0,0,0,0,0,0
4729,0,0,0,0,1,0,0,0,0,0,0,0
21018,0,0,0,0,0,0,0,0,0,0,0,0
4728,0,0,0,0,0,0,0,0,0,0,0,0
21017,0,0,0,0,0,0,0,0,0,0,0,0
4735,0,0,0,0,0,0,0,0,0,0,0,0
21016,0,0,0,0,0,0,0,0,0,0,0,0
4734,0,0,0,0,1,0,0,0,0,0,0,0
21023,0,0,0,0,0,0,0,0,0,0,0,0
4733,0,0,4,0,0,0,0,0,0,0,0,0
21022,0,0,0,0,0,0,0,0,0,0,0,0
4732,0,0,0,0,0,0,0,0,0,0,0,0
21021,0,0,0,0,0,0,0,0,0,0,0,0
21020,0,0,0,0,0,0,0,0,0,0,0,0
20995,0,0,0,0,0,0,0,0,0,0,0,0
20994,0,0,0,0,0,0,0,0,0,0,0,0
20993,0,0,0,0,0,0,0,0,0,0,0,0
20992,0,0,0,0,0,0,0,0,0,0,0,0
20999,0,0,0,0,0,0,0,0,0,0,0,0
20998,0,0,0,0,0,0,0,0,0,0,0,0
20997,0,0,0,0,0,0,0,0,0,0,0,0
20996,0,0,0,0,0,0,0,0,0,0,0,0
21003,0,0,0,0,0,0,0,0,0,0,0,0
21002,0,0,0,0,0,0,0,0,0,0,0,0
21001,0,0,0,0,0,0,0,0,0,0,0,0
21000,0,0,0,0,0,0,0,0,0,0,0,0
21007,0,0,0,0,0,0,0,0,0,0,0,0
21006,0,0,0,0,0,0,0,0,0,0,0,0
21005,0,0,0,0,0,0,0,0,0,0,0,0
21004,0,0,0,0,0,0,0,0,0,0,0,0
21057,0,0,0,0,0,0,0,0,0,0,0,0
21056,0,1,1,0,1,0,0,0,0,0,0,0
13299,0,0,0,0,0,0,0,0,0,0,0,0
13298,0,0,0,0,0,0,0,0,0,0,0,0
13297,0,0,0,0,0,0,0,0,0,0,0,0
13296,0,0,0,0,0,0,0,0,0,0,0,0
13303,0,0,4,0,0,0,2,0,0,0,1,0
13302,0,0,0,0,0,0,0,0,0,0,0,0
13301,0,0,0,0,0,0,0,0,0,0,0,0
13300,0,0,0,0,0,0,0,0,0,0,0,0
13307,0,0,7,2,0,0,0,1,0,0,1,0
13306,0,1,8,1,0,0,0,1,0,0,5,1
13305,0,0,5,0,2,0,0,2,0,2,1,0
13304,0,0,7,0,0,0,0,0,0,0,0,0
13311,0,0,0,0,0,0,0,0,0,0,0,0
13310,0,0,0,0,0,0,0,0,0,0,0,0
13309,0,0,0,0,0,0,0,0,0,0,0,0
13308,0,0,0,0,0,0,0,0,0,0,0,0
21395,0,0,2,0,0,0,1,1,0,0,0,0
21394,0,0,2,1,0,0,0,0,0,0,0,0
13287,0,0,0,0,0,0,0,0,0,0,0,0
21393,0,0,2,1,0,0,1,1,0,0,0,0
13286,0,0,0,0,0,0,0,0,0,0,0,0
21392,0,0,3,0,0,0,0,0,0,0,0,0
13285,0,0,0,0,0,0,0,0,0,0,0,0
21399,0,0,1,0,1,0,0,0,0,0,0,0
13284,0,0,0,0,0,0,0,0,0,0,0,0
21398,0,0,0,0,0,0,0,0,0,0,0,0
13291,0,0,0,0,0,0,0,0,0,0,0,0
21397,0,0,0,0,0,0,0,0,0,0,0,0
13290,0,0,0,0,0,0,0,0,0,0,0,0
21396,0,0,0,0,0,0,0,0,0,0,0,0
13289,0,0,0,0,0,0,0,0,0,0,0,0
13288,0,0,0,0,0,0,0,0,0,0,0,0
13295,0,0,0,0,0,0,0,0,0,0,0,0
13294,0,0,0,0,0,0,0,0,0,0,0,0
13293,0,0,0,0,0,0,0,0,0,0,0,0
21400,0,0,0,0,0,0,0,0,0,0,0,0
13292,0,0,0,0,0,0,0,0,0,0,0,0
5091,0,0,0,0,0,0,0,0,0,0,0,0
5090,0,0,7,0,0,0,0,0,0,0,0,0
21379,0,0,0,1,0,0,2,1,0,0,1,0
5089,0,0,8,0,0,0,0,0,0,0,0,0
21378,0,0,0,0,0,0,0,0,0,0,0,0
5088,0,0,0,0,0,0,0,0,0,0,0,0
21377,0,0,3,0,0,0,0,0,0,1,0,0
21376,0,0,1,0,0,0,0,0,0,0,0,0
21383,0,0,0,0,0,0,0,0,0,0,0,0
21382,0,0,0,0,0,0,0,0,0,0,0,0
5092,0,0,0,0,0,0,0,0,0,0,0,0
21381,0,0,0,0,0,0,0,1,0,0,1,0
21380,0,0,0,1,0,0,0,2,0,0,0,0
5098,0,0,0,0,0,0,0,0,0,0,0,0
21387,0,0,0,0,0,0,0,0,0,0,0,0
5097,0,0,0,0,0,0,0,0,0,0,0,0
21386,0,0,0,0,0,0,0,0,0,0,0,0
21385,0,0,0,0,0,0,0,0,0,0,0,0
21384,0,0,0,0,0,0,0,0,0,0,0,0
21391,0,0,2,1,1,0,0,0,0,1,0,0
21390,0,0,0,0,0,0,0,0,0,0,0,0
21389,0,0,0,0,0,0,0,0,0,0,0,0
5075,0,0,3,0,0,0,0,0,0,0,0,0
21388,0,0,0,0,0,0,0,0,0,0,0,0
5074,0,0,0,0,0,0,0,0,0,0,0,0
5073,0,0,0,0,0,0,0,0,0,0,0,0
5072,0,0,0,0,0,0,0,0,0,0,0,0
5079,0,0,0,0,0,0,0,0,0,0,0,0
5078,0,0,0,0,0,0,0,0,0,0,0,0
5077,0,0,0,0,0,0,0,0,0,0,0,0
5076,0,0,0,0,0,0,0,0,0,0,0,0
5083,0,0,0,0,0,0,0,0,0,0,0,0
5082,0,0,0,0,0,0,0,0,0,0,0,0
5081,0,0,0,0,0,0,0,0,0,0,0,0
5080,0,0,0,0,0,0,0,0,0,0,0,0
5087,0,0,8,0,1,0,0,0,0,0,0,0
5086,0,0,0,0,0,0,0,0,0,0,0,0
5085,0,0,0,0,0,0,0,0,0,0,0,0
5084,0,0,0,0,0,0,0,0,0,0,0,0
13115,0,0,0,0,0,0,0,0,0,0,0,0
13114,0,0,0,0,0,0,0,0,0,0,0,0
5067,0,0,2,0,0,0,0,0,0,0,0,0
13113,0,0,0,0,0,0,0,0,0,0,0,0
5066,0,0,2,0,0,0,0,0,0,0,0,0
13112,0,0,0,0,0,0,0,0,0,0,0,0
5065,0,0,0,0,0,0,0,0,0,0,0,0
13119,0,0,0,0,0,0,0,0,0,0,0,0
5064,0,0,0,0,0,0,0,0,0,0,0,0
13118,0,0,0,0,0,0,0,0,0,0,0,0
5071,0,0,0,0,0,0,0,0,0,0,0,0
13117,0,0,0,0,0,0,0,0,0,0,0,0
5070,0,0,0,0,0,0,0,0,0,0,0,0
13116,0,0,0,0,0,0,0,0,0,0,0,0
5069,0,0,0,0,0,0,0,0,0,0,0,0
5068,0,0,1,0,0,0,0,0,0,0,0,0
4915,0,0,3,0,0,0,0,0,0,0,0,0
4914,0,0,0,0,0,0,0,0,0,0,0,0
4913,0,0,0,0,0,0,0,0,0,0,0,0
4912,0,0,0,0,0,0,0,0,0,0,0,0
4919,0,0,0,0,0,0,0,0,0,0,0,0
4918,0,0,2,0,0,0,0,0,0,0,0,0
4917,0,0,4,0,0,0,0,0,0,0,0,0
4916,0,0,0,0,0,0,0,0,0,0,0,0
4920,0,0,0,0,0,0,0,0,0,0,0,0
4925,0,0,0,0,0,0,0,0,0,0,0,0
4924,0,0,0,0,0,0,0,0,0,0,0,0
4899,0,0,2,1,0,0,0,0,0,0,0,0
4898,0,0,0,0,0,0,0,0,0,0,0,0
4897,0,0,0,0,0,0,0,0,0,0,0,0
4896,0,0,0,0,0,0,0,0,0,0,0,0
4903,0,0,1,0,0,0,0,0,0,0,0,0
4902,0,0,0,0,0,0,0,0,0,0,0,0
4901,0,0,0,0,0,0,0,0,0,0,0,0
4900,0,0,0,0,0,0,0,0,0,0,0,0
4907,0,0,0,0,0,0,0,0,0,0,0,0
4906,0,0,0,0,0,0,0,0,0,0,0,0
4905,0,0,0,0,0,0,0,0,0,0,0,0
4904,1,0,0,0,0,0,0,0,0,0,0,0
4911,0,0,0,0,0,0,0,0,0,0,0,0
4910,0,0,0,0,0,0,0,0,0,0,0,0
4909,0,0,0,0,0,0,0,0,0,0,0,0
4908,0,0,0,0,0,0,0,0,0,0,0,0
4895,0,0,1,0,0,0,0,0,0,0,0,0
4894,0,0,4,2,0,0,0,0,0,0,0,0
4893,0,0,0,0,0,0,0,0,0,0,0,0
13171,1,0,8,0,1,1,0,0,0,5,4,1
4892,0,0,0,0,0,0,0,0,0,0,0,0
13170,1,0,8,0,0,0,0,0,0,2,2,0
13169,0,0,4,0,1,0,1,0,0,2,1,0
13168,0,0,7,0,0,1,0,1,0,4,1,0
13175,0,0,4,0,0,0,0,0,0,0,0,0
13174,0,0,6,0,0,0,0,0,0,1,0,0
13173,0,0,4,0,0,0,0,1,0,0,0,0
13172,0,0,2,0,0,0,0,0,0,0,0,0
13176,0,0,1,0,0,0,0,0,0,0,0,0
13155,0,0,7,0,0,0,2,1,0,1,1,0
13154,0,1,5,1,0,0,0,0,0,0,1,0
13153,0,0,5,1,0,1,1,1,0,0,5,1
13152,0,0,2,0,0,0,0,0,0,0,1,0
13159,0,0,0,0,0,0,0,0,0,0,0,0
13158,0,0,0,0,0,0,0,0,0,0,0,0
13157,0,0,4,0,0,0,0,0,0,0,0,0
13156,0,0,2,0,1,0,0,1,0,0,0,0
13163,0,0,4,0,0,0,0,0,0,0,0,0
13162,0,0,5,0,0,0,4,1,0,0,6,1
13161,0,0,0,0,0,0,0,0,0,0,0,0
13160,0,0,0,0,0,0,0,0,0,0,0,0
13167,0,0,7,0,0,1,2,0,0,3,2,1
