,강서구,금정구,기장군,남구,동구,동래구,부산진구,북구,사상구,사하구,서구,수영구,연제구,영도구,중구,해운대구
 주차장 수,7,39,8,71,75,13,14,22,32,26,50,13,5,28,23,30
